"ID","Player","Team","Position","Rookie","RkOv","Status","Age","Opponent","Salary","Contract","Score","FG%","3PTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*031mc*","Reggie Bullock","(N/A)","SF,F","","758","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031lw*","Trey Burke","(N/A)","PG,G","","759","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*027ov*","Alec Burks","(N/A)","SG,G","","760","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mm9*","DJ Burns","(N/A)","SF,PF,F","","761","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xok*","Jordan Burns","(N/A)","PG,G","","762","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03kt8*","Deonte Burton","(N/A)","PG,G","","764","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04rvx*","Deonte Burton","(N/A)","SG,G,SF,F","","765","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uje*","Jared Butler","(N/A)","PG,SG,G","","767","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mp1*","JC Butler","(N/A)","SF,PF,F","","766","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065vc*","John Butler","MIL","C","","768","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0728s*","Lamont Butler","(N/A)","PG,SG,G","","769","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e6o*","Bruno Caboclo","(N/A)","SF,PF,F","","770","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059cc*","Devontae Cacok","(N/A)","PF,F","","771","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059q9*","Perrion Callandret","(N/A)","PG,G","","772","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qv8*","Facundo Campazzo","(N/A)","PG,G","","773","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031mk*","Isaiah Canaan","MIL","PG,G","","774","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04exc*","Vlatko Cancar","(N/A)","PF,F","","775","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059vy*","Devin Cannady","(N/A)","PG,G","","776","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qtn*","Vernon Carey","(N/A)","C","","777","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*052u4*","Jordan Caroline","(N/A)","SF,F","","778","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xl5*","Phillip Carr","(N/A)","PF,F","","780","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qsr*","Tony Carr","(N/A)","PG,G","","781","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vu1*","Jeffrey Carroll","(N/A)","SG,G","","782","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03x59*","Sampson Carter","(N/A)","PF,F","","783","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031ly*","Michael Carter-Williams","(N/A)","PG,G","","784","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wvx*","D.J. Carton","(N/A)","SG,G","","785","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03wlh*","Kyle Casey","(N/A)","PF,F","","786","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076uq*","Rafael Castro","HOU","C","R","787","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03apz*","Willie Cauley-Stein","(N/A)","C","","788","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04kjg*","Troy Caupain","(N/A)","SG,G","","789","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04kpp*","Tyler Cavanaugh","(N/A)","PF,F,C","","790","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qzv*","Ahmad Caver","(N/A)","PG,G","","791","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cnb*","Malcolm Cazalon","(N/A)","SG,G","","792","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xhq*","Joe Chealey","(N/A)","PG,G","","794","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0554x*","Zylan Cheatham","(N/A)","SF,F","","795","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03h91*","Will Cherry","(N/A)","PG,G","","796","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qzi*","Yoeli Childs","(N/A)","SF,F","","797","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xgm*","Chris Chiozza","(N/A)","PG,G","","798","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mm3*","Ulrich Chomche","(N/A)","PF,F","","799","FA","20","","1,500,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042n5*","Marquese Chriss","(N/A)","PF,F","","800","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r7q*","Rakeem Christmas","(N/A)","PF,F","","801","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uiy*","Josh Christopher","(N/A)","SG,G","","802","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ug6*","Gary Clark","(N/A)","SF,F","","803","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*033h9*","Ian Clark","(N/A)","PG,SG,G","","804","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hsm*","Kihei Clark","(N/A)","PG,G","","805","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03woy*","Coty Clarke","BOS","SF,F","","806","FA","34","@DET Tue 12:00PM","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04hot*","Gian Clavell","(N/A)","PG,G","","807","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0570u*","Chris Clemons","(N/A)","PG,SG,G","","808","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04laz*","Antonius Cleveland","(N/A)","SG,G","","809","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0722e*","Matthew Cleveland","(N/A)","PG,SG,G","","810","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xac*","Matt Coleman","(N/A)","PG,G","","811","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ho6*","Yuri Collins","(N/A)","PG,G","","812","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*044ia*","Kyle Collinsworth","(N/A)","SG,G","","813","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xhu*","Bonzie Colson","(N/A)","SF,F","","814","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06aw1*","Chance Comanche","(N/A)","C","","815","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06giy*","George Conditt","(N/A)","PF,F","","816","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0484m*","Elgin Cook","(N/A)","SF,F","","818","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qzl*","Keandre Cook","(N/A)","SG,G","","819","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03xh1*","Quinn Cook","(N/A)","PG,G","","820","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*057ot*","Tyler Cook","(N/A)","PF,F","","821","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*048zr*","Derek Cooke Jr.","(N/A)","PF,F","","822","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04is9*","Charles Cooke","MIA","SG,G","","823","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ajv*","Xavier Cooks","(N/A)","PF,F","","824","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03j8m*","Jack Cooley","(N/A)","PF,F,C","","825","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042oc*","Petr Cornelie","(N/A)","PF,F","","828","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04838*","Matt Costello","(N/A)","PF,F","","829","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03i9w*","Bryce Cotton","(N/A)","PG,G","","830","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ceg*","Ricky Council","(N/A)","SF,PF,F","","831","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*01uz3*","DeMarcus Cousins","(N/A)","C","","832","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042oi*","Isaiah Cousins","(N/A)","SG,G","","833","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*049lf*","Jaleel Cousins","(N/A)","C","","834","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*038xi*","Robert Covington","(N/A)","SF,F","","835","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031mh*","Allen Crabbe","(N/A)","SG,G,SF,F","","836","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03jvr*","Aaron Craft","(N/A)","PG,G","","837","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04jw5*","Torrey Craig","(N/A)","SF,F","","838","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ktw*","Chris Crawford","(N/A)","SG,G","","839","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ku1*","Drew Crawford","(N/A)","SG,G","","840","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xjp*","Mitch Creek","(N/A)","SG,G","","841","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mnx*","Kevin Cross","(N/A)","SF,PF,F","","842","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02nfy*","Jae Crowder","(N/A)","PF,F","","843","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0723e*","Steven Crowl","(N/A)","SF,PF,F","","844","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xni*","Jalen Crutcher","(N/A)","PG,G","","845","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ppp*","Yongxi Cui","(N/A)","SG,G","","846","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xp3*","Derek Culver","(N/A)","C","","847","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051om*","Jarrett Culver","(N/A)","SG,G","","848","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ya0*","Jarron Cumberland","(N/A)","SG,G","","849","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03woc*","Will Cummings","(N/A)","PG,G","","850","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02nfo*","Jared Cunningham","(N/A)","PG,SG,G","","851","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0392h*","Olek Czyz","(N/A)","SF,F","","852","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*07244*","Dain Dainja","(N/A)","SF,PF,F","","853","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cen*","Caleb Daniels","(N/A)","SG,G","","854","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0393p*","Troy Daniels","(N/A)","PG,SG,G","","855","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qyr*","Nate Darling","(N/A)","SG,G","","856","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*038i9*","Brandon Davies","(N/A)","PF,F","","857","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hf9*","Antoine Davis","(N/A)","PG,G","","858","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042ns*","Deyonta Davis","(N/A)","PF,F","","859","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0724o*","Johnell Davis","(N/A)","PG,SG,G","","860","FA","0","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06219*","Johnny Davis","(N/A)","SG,G","","861","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059u3*","Jon Davis","(N/A)","PG,G","","862","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hdx*","Kendric Davis","(N/A)","PG,G","","863","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06z7u*","RJ Davis","(N/A)","PG,SG,G","","864","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*056aq*","Terence Davis","(N/A)","SG,G","","865","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vxz*","Tyler Davis","(N/A)","C","","866","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03kqm*","Andre Dawkins","BOS","SG,G","","867","FA","34","@DET Tue 12:00PM","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059cj*","Aubrey Dawkins","(N/A)","SG,G","","868","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r89*","Branden Dawson","(N/A)","SF,PF,F","","869","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0483k*","Shawn Dawson","(N/A)","SF,F","","870","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*062sp*","Darius Days","(N/A)","PF,F","","871","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04lcm*","George de Paula","(N/A)","PG,G","","1770","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05rk9*","Gabriel Deck","(N/A)","SF,PF,F","","874","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*038xl*","Dewayne Dedmon","(N/A)","C","","875","FA","37","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ulp*","Bryce Dejean-Jones","NO","PG,SG,G","","876","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03byi*","Sam Dekker","(N/A)","SF,PF,F","","877","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qys*","Javin DeLaurier","(N/A)","PF,F,C","","873","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xhx*","Angel Delgado","(N/A)","C","","878","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*038og*","Matthew Dellavedova","(N/A)","PG,G","","879","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06666*","Eric Demers","(N/A)","PG,SG,G","","880","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04z79*","Cody Demps","(N/A)","SG,G","","881","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06eo4*","Dexter Dennis","(N/A)","SG,G","","882","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vy0*","Marcus Derrickson","(N/A)","PF,F","","883","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0623b*","Michael Devoe","(N/A)","SG,G","","884","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*078v3*","Malik Dia","NO","PF,F","R","885","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qvv*","Mamadi Diakite","(N/A)","PF,F","","886","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0779m*","Alpha Diallo","DEN","PG,SG,G","R","887","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03llu*","Cheick Diallo","(N/A)","PF,F,C","","888","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*049sa*","Hamidou Diallo","(N/A)","SG,G","","889","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qz6*","Lamine Diane","(N/A)","SF,PF,F","","890","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mo7*","Mohamed Diarra","(N/A)","PF,F","","891","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031m8*","Gorgui Dieng","(N/A)","C","","892","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e74*","Spencer Dinwiddie","(N/A)","PG,G","","893","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06222*","Khalifa Diop","CLE","C","R","894","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076u8*","Josh Dix","OKC","SG,G","R","895","FA","22","@SA Tue 6:30PM","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06vy1*","Eric Dixon","(N/A)","PF,F","","896","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mlp*","Nikola Djurisic","(N/A)","SF,PF,F","","897","FA","22","","1,500,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ptx*","Marcus Domask","(N/A)","SF,F","","898","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ex4*","Tyler Dorsey","(N/A)","PG,SG,G","","900","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ex7*","Damyean Dotson","(N/A)","SG,G","","901","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qsu*","Devon Dotson","(N/A)","PG,SG,G","","902","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051ov*","Sekou Doumbouya","(N/A)","SF,PF,F","","903","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wkd*","Jeff Dowtin","(N/A)","PG,G","","904","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04idm*","Milton Doyle","(N/A)","PG,G","","905","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ik2*","PJ Dozier","(N/A)","SG,G","","906","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06gnm*","Henri Drell","(N/A)","SF,F","","907","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*038xh*","Larry Drew II","NO","PG,G","","908","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uin*","Chris Duarte","(N/A)","SG,G","","909","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mmj*","Alex Ducas","(N/A)","SG,G,SF,F","","910","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03sdf*","Duje Dukan","(N/A)","SF,F","","911","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wvu*","David Duke","(N/A)","SG,G","","912","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*049pk*","Kellen Dunham","(N/A)","SG,G","","913","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*064s8*","Anthony Duruji","(N/A)","SF,PF,F","","914","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*049kg*","Trevon Duval","(N/A)","PG,G","","915","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e70*","Cleanthony Early","(N/A)","SF,F","","917","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mo6*","Sean East","(N/A)","PG,G","","918","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*01uzb*","Devin Ebanks","(N/A)","SG,G,SF,F","","919","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qxu*","Paul Eboua","(N/A)","SF,PF,F","","920","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uxy*","Jaime Echenique","(N/A)","C","","921","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ku7*","Jarell Eddie","(N/A)","SG,G","","922","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pd*","Carsen Edwards","(N/A)","SG,G","","923","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mq1*","Jesse Edwards","(N/A)","C","","924","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uji*","Kessler Edwards","(N/A)","SF,PF,F","","925","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065b7*","Kyler Edwards","(N/A)","PG,SG,G","","926","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xcl*","Rob Edwards","(N/A)","SG,G","","927","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qss*","Vincent Edwards","(N/A)","SF,F","","928","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059g6*","John Egbunu","(N/A)","C","","929","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03wow*","Nnanna Egwu","(N/A)","C","","930","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03hz0*","Melvin Ejim","(N/A)","SF,PF,F","","931","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05quc*","CJ Elleby","(N/A)","SF,F","","933","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042nd*","Henry Ellenson","(N/A)","PF,F","","934","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
