"ID","Player","Team","Position","Rookie","RkOv","Status","Age","Opponent","Salary","Contract","Score","FG%","3PTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*06mp0*","Isaiah Stevens","(N/A)","PG,G","","546","FA","25","","1,000,000","MIN","16.52",".429","0.0","1.000","3.3","1.0","3.3","1.7","0.0","0.7"
"*06z4q*","Chris Manon","LAL","SG,G","","547","FA","24","","1,000,000","MIN","16.45",".333","0.0",".750","0.8","1.1","0.3","0.6","0.2","0.1"
"*06vxw*","Hunter Dickinson","(N/A)","C","","548","FA","25","","1,000,000","MIN","16.41",".357","0.0","1.000","2.4","1.0","0.4","0.2","0.4","0.6"
"*051pg*","Cody Martin","(N/A)","SG,G,SF,PF,F","","549","FA","30","","1,000,000","MIN","16.34",".200","0.0",".500","1.8","3.5","0.5","1.0","0.5","1.0"
"*0621p*","Wendell Moore","DET","SG,G,SF,F","","550","FA","24","BOS Tue 12:00PM","1,000,000","MIN","16.34",".571","0.0","1.000","1.7","1.0","0.7","0.3","0.3","0.2"
"*05qu1*","James Wiseman","(N/A)","C","","551","FA","25","","1,000,000","MIN","16.29",".600","0.0",".500","3.3","2.0","0.8","0.0","0.3","1.3"
"*072ae*","Sean Pedulla","HOU","PG,G","","554","FA","23","","1,000,000","MIN","15.99",".333","0.4","0","1.9","0.4","0.7","0.0","0.0","0.1"
"*073rx*","Jayson Kent","POR","SF,F","","555","FA","24","","1,000,000","MIN","15.93",".571","0.2","1.000","2.0","1.0","0.0","0.2","0.2","0.0"
"*06vxy*","Vladislav Goldin","MIA","C","","556","FA","25","","1,000,000","MIN","15.91",".750","0.0","1.000","0.8","1.0","0.3","0.0","0.3","0.3"
"*06hdy*","Drew Peterson","(N/A)","PF,F","","557","FA","26","","1,000,000","MIN","15.89",".125","0.0",".500","0.8","1.5","0.3","0.5","0.2","0.0"
"*06mlv*","Tristen Newton","(N/A)","SG,G","","558","FA","25","","1,500,000","MIN","15.87",".444","2.0",".667","12.0","3.0","0.0","1.0","0.0","0.0"
"*06mmh*","Isaac Jones","DET","PF,F","","559","FA","26","BOS Tue 12:00PM","1,000,000","MIN","15.78",".429","0.0",".750","1.3","0.7","0.1","0.0","0.1","0.1"
"*06cde*","Chris Livingston","(N/A)","SF,F","","560","FA","22","","1,000,000","MIN","15.64",".571","0.0","1.000","3.0","1.0","0.3","0.3","0.0","0.0"
"*0622z*","Orlando Robinson","(N/A)","C","","562","FA","26","","1,000,000","MIN","15.53",".600","0.3","0","1.8","1.0","0.8","0.3","0.0","0.0"
"*06cep*","Jacob Toppin","(N/A)","SF,F","","563","FA","26","","1,000,000","MIN","15.44",".667","0.0","0","1.6","0.2","0.2","0.0","0.2","0.0"
"*06225*","Trevor Keels","MIA","SG,G","","564","FA","23","","1,000,000","MIN","15.29",".250","0.3","0","1.0","0.3","0.0","0.1","0.0","0.0"
"*06cp2*","Colin Castleton","ORL","C","","565","FA","26","","1,000,000","MIN","15.28",".400","0.0","1.000","1.3","2.0","0.3","0.3","0.0","0.5"
"*06va1*","Max Shulga","(N/A)","SG,G","","566","FA","24","","1,000,000","MIN","15.19",".250","0.1","1.000","0.6","0.5","0.2","0.1","0.0","0.3"
"*03acy*","Dario Saric","(N/A)","C","","567","FA","32","","1,000,000","MIN","15.15",".167","0.2","1.000","1.0","1.2","0.4","0.0","0.0","0.4"
"*074sv*","Hayden Gray","UTA","SG,G","","568","FA","23","","1,000,000","MIN","15.11",".667","0.0","1.000","6.0","0.0","1.0","1.0","1.0","1.0"
"*06gsd*","Alex Morales","ORL","PG,G","","569","FA","28","","1,000,000","MIN","15.08",".429","0.0","1.000","2.0","0.8","1.0","0.0","0.0","1.0"
"*06mm6*","N'Faly Dante","(N/A)","C","","570","FA","24","","1,000,000","MIN","15.06",".250","0.0","1.000","0.8","1.8","0.0","0.5","0.0","0.3"
"*06vxs*","Hunter Sallis","(N/A)","SG,G","","571","FA","23","","1,000,000","MIN","14.97",".600","0.0",".500","1.0","0.1","0.6","0.0","0.1","0.7"
"*049s6*","Markelle Fultz","(N/A)","PG,G","","572","FA","28","","1,000,000","MIN","14.93",".182","0.0","0","0.8","0.2","1.6","0.4","0.0","0.8"
"*062d2*","Buddy Boeheim","(N/A)","SF,F","","573","FA","26","","1,000,000","MIN","14.85",".333","0.5","0","1.5","0.0","0.0","0.0","0.0","0.0"
"*06pfe*","Trentyn Flowers","(N/A)","SF,F","","574","FA","21","","1,000,000","MIN","14.72",".667","0.0","0","2.0","0.5","0.5","0.0","0.0","0.5"
"*06cdj*","Colby Jones","(N/A)","SG,G","","575","FA","24","","1,000,000","MIN","14.66",".333","0.0","0","2.0","4.0","2.0","0.0","0.0","0.0"
"*07240*","Jahmyl Telfort","(N/A)","SF,PF,F","","576","FA","25","","1,000,000","MIN","14.66",".000","0.0",".250","0.1","0.4","0.1","0.1","0.0","0.1"
"*065ve*","Stanley Umude","(N/A)","SG,G","","577","FA","27","","1,000,000","MIN","14.58",".500","0.0","0","1.0","0.0","0.5","0.5","0.0","0.0"
"*06vy2*","Chucky Hepburn","TOR","PG,G","","578","FA","23","","1,000,000","MIN","14.49",".000","0.0","0","0.0","0.5","1.0","0.5","0.0","0.5"
"*06hfc*","Tosan Evbuomwan","(N/A)","SF,F","","580","FA","25","","1,000,000","MIN","14.38",".000","0.0","0","0.0","0.4","0.0","0.0","0.0","0.0"
"*0729e*","Darius Brown","(N/A)","PG,SG,G","","581","FA","27","","1,000,000","MIN","14.34",".000","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0"
"*063e4*","Awudu Abass","(N/A)","PF,F","","582","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ptq*","Max Abmas","(N/A)","PG,G","","583","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031mi*","lex Abrines","(N/A)","SG,G,SF,F","","584","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","(N/A)","SF,PF,F","","586","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059ch*","Jalen Adams","(N/A)","PG,G","","587","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04rvy*","Jaylen Adams","(N/A)","PG,G","","588","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e6q*","Jordan Adams","(N/A)","SG,G","","589","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06238*","Jalen Adaway","(N/A)","SG,G","","590","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vxy*","Deng Adel","(N/A)","C","","591","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mlx*","Melvin Ajinca","(N/A)","SF,PF,F","","593","FA","22","","1,500,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06pw4*","James Akinjo","(N/A)","PG,SG,G","","594","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*072ah*","Jaden Akins","(N/A)","SG,G","","595","FA","0","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04uq3*","DeVaughn Akoon-Purcell","(N/A)","PG,G","","596","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02ngh*","Furkan Aldemir","(N/A)","PF,F","","597","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03acw*","Cliff Alexander","(N/A)","PF,F","","598","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*052h3*","Kyle Alexander","(N/A)","PF,F","","599","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qvw*","Ty-Shon Alexander","(N/A)","SG,G","","600","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04lcd*","Bryce Alford","(N/A)","PG,G","","601","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04sxx*","Rawle Alkins","(N/A)","SG,G","","602","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04exg*","Kadeem Allen","NY","SG,G","","603","FA","33","PHI Tue 4:00PM","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059z0*","Marcus Allen","(N/A)","PG,G","","604","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06ho3*","Timmy Allen","(N/A)","SF,F","","605","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wvw*","Derrick Alston","(N/A)","SG,G,SF,F","","606","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mos*","Keve Aluma","(N/A)","SF,PF,F","","607","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*01uyk*","Al-Farouq Aminu","(N/A)","SF,PF,F","","609","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03nwr*","Justin Anderson","(N/A)","SG,G,SF,F","","611","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0480b*","Andrew Andrews","(N/A)","PG,G","","612","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xgi*","Braian Angola-Rodas","(N/A)","SG,G","","613","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04exa*","Ike Anigbogu","(N/A)","C","","614","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qt0*","Kostas Antetokounmpo","(N/A)","PF,F","","615","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03kqq*","Keith Appling","(N/A)","PG,G","","616","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*043un*","Ryan Arcidiacono","(N/A)","PG,G","","617","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065vb*","Adonis Arms","(N/A)","SF,PF,F","","618","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06rph*","Taran Armstrong","(N/A)","PG,G","","619","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04k0p*","Jamel Artis","(N/A)","SF,F","","620","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03sgl*","Brandon Ashley","(N/A)","PF,F","","621","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03whv*","Darion Atkins","(N/A)","PF,F","","622","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03xmr*","Eric Atkins","(N/A)","PG,G","","623","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hin*","Chase Audige","(N/A)","PG,SG,G","","624","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0483i*","Zach Auguste","(N/A)","PF,F","","625","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0723g*","Zack Austin","(N/A)","SG,G,SF,PF,F","","626","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mod*","Luke Avdalovic","(N/A)","PG,G","","627","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*048zw*","J.J. Avila","(N/A)","SF,F","","628","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076uo*","Tobe Awaka","CHI","PF,F","R","629","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uur*","Joel Ayayi","(N/A)","SG,G","","630","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qu5*","Udoka Azubuike","(N/A)","C","","631","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059dn*","Yudai Baba","(N/A)","SF,F","","632","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03wr5*","Jordan Bachynski","(N/A)","C","","633","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ex3*","Dwayne Bacon","(N/A)","SG,G","","634","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06pvx*","Armando Bacot","(N/A)","SF,PF,F,C","","635","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065b6*","Ibou Badji","(N/A)","C","","636","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06rui*","Marcus Bagley","(N/A)","SF,F","","637","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cdb*","Amari Bailey","(N/A)","PG,G","","638","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e7c*","Cameron Bairstow","(N/A)","PF,F,C","","639","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*043ck*","Ron Baker","(N/A)","PG,SG,G","","640","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*048zq*","Gracin Bakumanya","(N/A)","C","","641","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042nc*","Wade Baldwin IV","(N/A)","PG,G","","642","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qz3*","LiAngelo Ball","(N/A)","SG,G","","643","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wql*","Mitch Ballock","(N/A)","SG,G","","644","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0440z*","Ondrej Balvin","(N/A)","C","","645","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xo0*","James Banks","(N/A)","C","","646","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04804*","Anthony Barber","(N/A)","PG,G","","647","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xhp*","Jaylen Barford","(N/A)","PG,G","","648","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vy3*","Jordan Barnett","(N/A)","SF,F","","649","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02ng4*","Will Barton","(N/A)","SG,G","","650","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ybb*","Paris Bass","(N/A)","SF,F","","651","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0725e*","Daniel Batcho","(N/A)","SF,PF,F","","652","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cd3*","Emoni Bates","(N/A)","SF,F","","653","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06y0j*","Tamar Bates","UTA","SG,G","","654","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qso*","Keita Bates-Diop","(N/A)","SF,F","","655","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mnw*","RaeQuan Battle","(N/A)","PG,SG,G","","656","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059vt*","Tyus Battle","(N/A)","SG,G","","657","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ku0*","Kadeem Batts","(N/A)","PF,F","","658","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hfb*","Damion Baugh","(N/A)","SG,G","","659","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xp2*","Troy Baxter","(N/A)","SF,F","","660","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02qe4*","Kent Bazemore","(N/A)","SG,G,SF,F","","661","FA","37","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051p3*","Darius Bazley","(N/A)","PF,F","","662","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04jw6*","V.J. Beachem","(N/A)","SF,F","","663","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065uu*","Justin Bean","(N/A)","SF,PF,F","","664","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042ne*","Malik Beasley","(N/A)","SG,G","","665","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06he2*","Charles Bediako","(N/A)","C","","666","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mmb*","Reece Beekman","(N/A)","PG,G","","667","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ujj*","Juhann Begarin","(N/A)","PG,SG,G","","668","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ex1*","Jordan Bell","(N/A)","C","","669","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042ng*","DeAndre' Bembry","(N/A)","SF,PF,F","","670","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03xmu*","Dragan Bender","GS","PF,F,C","","671","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03kuc*","Jerrelle Benimon","(N/A)","PF,F","","672","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031lo*","Anthony Bennett","(N/A)","SF,PF,F","","673","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042oa*","Ben Bentil","DAL","SF,PF,F","","674","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065vd*","Jules Bernard","(N/A)","SG,G","","675","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vu0*","Joel Berry II","(N/A)","PG,G","","676","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04yvw*","Dairis Bertans","(N/A)","SG,G","","677","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*027pt*","Davis Bertans","(N/A)","PF,F","","678","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059fs*","Javon Bess","(N/A)","SG,G","","679","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0622l*","Hugo Besson","(N/A)","PG,G","","680","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qss*","Tyler Bey","(N/A)","SF,F","","681","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xo5*","Giorgi Bezhanishvili","(N/A)","PF,F","","682","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03iy1*","Sim Bhullar","(N/A)","C","","683","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xif*","Justin Bibbs","(N/A)","SG,G","","684","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cdi*","Tarik Biberovic","DAL","SF,F","R","685","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059ci*","Kavell Bigby-Williams","(N/A)","C","","686","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065h6*","Marcus Bingham","(N/A)","SF,PF,F","","688","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03kdj*","Khem Birch","(N/A)","C","","689","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04exj*","Jabari Bird","(N/A)","SG,G","","690","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06dq7*","Onuralp Bitim","(N/A)","SG,G","","691","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03jr4*","Tarik Black","(N/A)","PF,F,C","","692","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04fke*","James Blackmon Jr.","(N/A)","SG,G","","693","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ggl*","Antonio Blakeney","(N/A)","PG,G","","694","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*01uyx*","Eric Bledsoe","(N/A)","PG,G","","695","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059q8*","Keljin Blevins","(N/A)","SG,G","","696","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04exm*","Jaron Blossomgame","(N/A)","SF,F","","697","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0393h*","Vander Blue","(N/A)","PG,G","","698","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04sax*","Trevon Bluiett","(N/A)","PG,SG,G","","699","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059y5*","Bennie Boatwright","(N/A)","PF,F","","700","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051po*","Bol Bol","(N/A)","PF,F,C","","701","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ewz*","Jonah Bolden","(N/A)","PF,F","","702","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059q2*","Marques Bolden","(N/A)","C","","703","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qsw*","Leandro Bolmaro","(N/A)","SG,G","","704","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042ob*","Joel Bolomboy","(N/A)","PF,F","","705","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xmx*","Tim Bond","(N/A)","SG,G","","706","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051q1*","Jordan Bone","(N/A)","PG,G","","707","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qsg*","Isaac Bonga","(N/A)","SG,G","","708","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059gh*","Phil Booth","(N/A)","PG,G","","709","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ujp*","Brandon Boston","(N/A)","SG,G,SF,F","","711","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uil*","James Bouknight","(N/A)","SG,G","","713","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06exl*","Souley Boum","(N/A)","PG,G","","714","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qyz*","Jordan Bowden","(N/A)","SG,G","","715","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059ce*","Brian Bowen","(N/A)","SG,G,SF,F","","716","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059fx*","Ky Bowman","(N/A)","PG,G","","717","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*01uyd*","Avery Bradley","(N/A)","SG,G","","718","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mnu*","Pedro Bradshaw","(N/A)","SF,PF,F","","720","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pu*","Jarrell Brantley","(N/A)","PF,F","","721","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pr*","Ignas Brazdeikis","(N/A)","SF,F","","722","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mma*","Jalen Bridges","(N/A)","SF,F","","724","FA","25","","1,500,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04lbx*","Amida Brimah","(N/A)","C","","725","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04l1o*","Isaiah Briscoe","(N/A)","PG,G","","726","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059ca*","Oshae Brissett","(N/A)","SF,F","","727","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*064s9*","Izaiah Brockington","(N/A)","PG,G","","728","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04tk0*","Ryan Broekhoff","(N/A)","SG,G,SF,F","","729","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042nw*","Malcolm Brogdon","(N/A)","PG,G","","730","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*058n6*","Armoni Brooks","(N/A)","PG,G","","731","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0666f*","Eli Brooks","(N/A)","PG,SG,G","","732","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*065us*","Garrison Brooks","(N/A)","SF,PF,F,C","","733","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06pty*","Keion Brooks","(N/A)","SF,F","","734","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059vu*","Barry Brown Jr.","(N/A)","PG,G","","735","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e7d*","Alec Brown","(N/A)","C","","736","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r7o*","Anthony Brown","(N/A)","SF,F","","737","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059g4*","Bryce Brown","(N/A)","PG,SG,G","","738","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059cd*","Charlie Brown","(N/A)","SG,G","","739","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uut*","Chaundee Brown","(N/A)","SG,G","","740","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*063cz*","Gabe Brown","(N/A)","SF,PF,F","","741","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ujh*","Greg Brown","(N/A)","PF,F","","742","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03kqr*","Jabari Brown","(N/A)","SG,G","","743","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0622b*","Kendall Brown","(N/A)","SG,G","","744","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031n2*","Lorenzo Brown","(N/A)","PG,G","","745","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e78*","Markel Brown","(N/A)","SG,G","","747","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0598b*","Moses Brown","(N/A)","C","","749","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ex9*","Sterling Brown","(N/A)","SG,G","","750","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*078ev*","Terrell Brown","UTA","PG,SG,G","R","751","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0666e*","Tevin Brown","(N/A)","PG,SG,G","","752","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qrs*","Troy Brown","(N/A)","SF,F","","753","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*043vz*","Nicolas Brussino","(N/A)","SG,G,SF,F","","754","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05s01*","Elijah Bryant","(N/A)","SG,G,SF,F","","755","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05r0f*","Shaq Buchanan","(N/A)","PG,G","","756","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06qq7*","Boo Buie","(N/A)","PG,SG,G","","757","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
